cohort,pipeline,seed,model,task_idx,subject_acc
scz,ANOVA,47,MLP_(Neural_Network),0,1.0
scz,ANOVA,47,MLP_(Neural_Network),1,1.0
scz,ANOVA,47,MLP_(Neural_Network),2,1.0
scz,ANOVA,47,SVM,0,0.8928571428571429
scz,ANOVA,47,SVM,1,0.6071428571428571
scz,ANOVA,47,SVM,2,0.9285714285714286
scz,ANOVA,47,XGBoost,0,1.0
scz,ANOVA,47,XGBoost,1,1.0
scz,ANOVA,47,XGBoost,2,1.0
scz,ANOVA,48,KNN,0,1.0
scz,ANOVA,48,KNN,1,1.0
scz,ANOVA,48,KNN,2,1.0
scz,ANOVA,48,MLP_(Neural_Network),0,1.0
scz,ANOVA,48,MLP_(Neural_Network),1,1.0
scz,ANOVA,48,MLP_(Neural_Network),2,1.0
scz,ANOVA,48,SVM,0,0.6071428571428571
scz,ANOVA,48,SVM,1,0.8928571428571429
scz,ANOVA,48,SVM,2,0.9285714285714286
scz,ANOVA,48,XGBoost,0,1.0
scz,ANOVA,48,XGBoost,1,1.0
scz,ANOVA,48,XGBoost,2,1.0
scz,ANOVA,49,KNN,0,1.0
scz,ANOVA,49,KNN,1,1.0
scz,ANOVA,49,KNN,2,1.0
scz,ANOVA,49,MLP_(Neural_Network),0,1.0
scz,ANOVA,49,MLP_(Neural_Network),1,1.0
scz,ANOVA,49,MLP_(Neural_Network),2,1.0
scz,ANOVA,49,SVM,0,0.8571428571428571
scz,ANOVA,49,SVM,1,0.6428571428571429
scz,ANOVA,49,SVM,2,0.8571428571428571
scz,ANOVA,49,XGBoost,0,1.0
scz,ANOVA,49,XGBoost,1,1.0
scz,ANOVA,49,XGBoost,2,1.0
scz,ANOVA,50,KNN,0,1.0
scz,ANOVA,50,KNN,1,1.0
scz,ANOVA,50,KNN,2,1.0
scz,ANOVA,50,MLP_(Neural_Network),0,1.0
scz,ANOVA,50,MLP_(Neural_Network),1,1.0
scz,ANOVA,50,MLP_(Neural_Network),2,1.0
scz,ANOVA,50,SVM,0,0.8571428571428571
scz,ANOVA,50,SVM,1,0.8928571428571429
scz,ANOVA,50,SVM,2,0.6071428571428571
scz,ANOVA,50,XGBoost,0,1.0
scz,ANOVA,50,XGBoost,1,1.0
scz,ANOVA,50,XGBoost,2,1.0
scz,ANOVA,51,KNN,0,1.0
scz,ANOVA,51,KNN,1,1.0
scz,ANOVA,51,KNN,2,1.0
scz,ANOVA,51,MLP_(Neural_Network),0,1.0
scz,ANOVA,51,MLP_(Neural_Network),1,1.0
scz,ANOVA,51,MLP_(Neural_Network),2,1.0
scz,ANOVA,51,SVM,0,0.9285714285714286
scz,ANOVA,51,SVM,1,0.8571428571428571
scz,ANOVA,51,SVM,2,0.6071428571428571
scz,ANOVA,51,XGBoost,0,1.0
scz,ANOVA,51,XGBoost,1,1.0
scz,ANOVA,51,XGBoost,2,1.0
scz,PCA,42,KNN,0,1.0
scz,PCA,42,KNN,1,1.0
scz,PCA,42,KNN,2,1.0
scz,PCA,42,MLP_(Neural_Network),0,1.0
scz,PCA,42,MLP_(Neural_Network),1,1.0
scz,PCA,42,MLP_(Neural_Network),2,1.0
scz,PCA,42,SVM,0,1.0
scz,PCA,42,SVM,1,0.9285714285714286
scz,PCA,42,SVM,2,1.0
scz,PCA,42,XGBoost,0,0.9642857142857143
scz,PCA,42,XGBoost,1,1.0
scz,PCA,42,XGBoost,2,1.0
scz,PCA,43,KNN,0,1.0
scz,PCA,43,KNN,1,1.0
scz,PCA,43,KNN,2,1.0
scz,PCA,43,MLP_(Neural_Network),0,1.0
scz,PCA,43,MLP_(Neural_Network),1,1.0
scz,PCA,43,MLP_(Neural_Network),2,1.0
scz,PCA,43,SVM,0,0.8928571428571429
scz,PCA,43,SVM,1,1.0
scz,PCA,43,SVM,2,1.0
scz,PCA,43,XGBoost,0,1.0
scz,PCA,43,XGBoost,1,1.0
scz,PCA,43,XGBoost,2,0.9642857142857143
scz,PCA,44,KNN,0,1.0
scz,PCA,44,KNN,1,1.0
scz,PCA,44,KNN,2,1.0
scz,PCA,44,MLP_(Neural_Network),0,1.0
scz,PCA,44,MLP_(Neural_Network),1,1.0
scz,PCA,44,MLP_(Neural_Network),2,1.0
scz,PCA,44,SVM,0,0.9642857142857143
scz,PCA,44,SVM,1,1.0
scz,PCA,44,SVM,2,1.0
scz,PCA,44,XGBoost,0,1.0
scz,PCA,44,XGBoost,1,0.9642857142857143
scz,PCA,44,XGBoost,2,1.0
scz,PCA,45,KNN,0,1.0
scz,PCA,45,KNN,1,1.0
scz,PCA,45,KNN,2,1.0
scz,PCA,45,MLP_(Neural_Network),0,1.0
scz,PCA,45,MLP_(Neural_Network),1,1.0
scz,PCA,45,MLP_(Neural_Network),2,1.0
scz,PCA,45,SVM,0,1.0
scz,PCA,45,SVM,1,1.0
scz,PCA,45,SVM,2,0.9642857142857143
scz,PCA,45,XGBoost,0,1.0
scz,PCA,45,XGBoost,1,0.9642857142857143
scz,PCA,45,XGBoost,2,1.0
scz,PCA,46,KNN,0,1.0
scz,PCA,46,KNN,1,1.0
scz,PCA,46,KNN,2,1.0
scz,PCA,46,MLP_(Neural_Network),0,1.0
scz,PCA,46,MLP_(Neural_Network),1,1.0
scz,PCA,46,MLP_(Neural_Network),2,1.0
scz,PCA,46,SVM,0,1.0
scz,PCA,46,SVM,1,0.8928571428571429
scz,PCA,46,SVM,2,1.0
scz,PCA,46,XGBoost,0,1.0
scz,PCA,46,XGBoost,1,0.9642857142857143
scz,PCA,46,XGBoost,2,1.0
scz,PCA,47,KNN,0,1.0
scz,PCA,47,KNN,1,1.0
scz,PCA,47,KNN,2,1.0
scz,PCA,47,MLP_(Neural_Network),0,1.0
scz,PCA,47,MLP_(Neural_Network),1,1.0
scz,PCA,47,MLP_(Neural_Network),2,1.0
scz,PCA,47,SVM,0,1.0
scz,PCA,47,SVM,1,1.0
scz,PCA,47,SVM,2,0.9285714285714286
scz,PCA,47,XGBoost,0,1.0
scz,PCA,47,XGBoost,1,0.9642857142857143
scz,PCA,47,XGBoost,2,1.0
scz,PCA,48,KNN,0,1.0
scz,PCA,48,KNN,1,1.0
scz,PCA,48,KNN,2,1.0
scz,PCA,48,MLP_(Neural_Network),0,1.0
scz,PCA,48,MLP_(Neural_Network),1,1.0
scz,PCA,48,MLP_(Neural_Network),2,1.0
scz,PCA,48,SVM,0,1.0
scz,PCA,48,SVM,1,0.8928571428571429
scz,PCA,48,SVM,2,1.0
scz,PCA,48,XGBoost,0,1.0
scz,PCA,48,XGBoost,1,0.9642857142857143
scz,PCA,48,XGBoost,2,1.0
scz,PCA,49,KNN,0,1.0
scz,PCA,49,KNN,1,1.0
scz,PCA,49,KNN,2,1.0
scz,PCA,49,MLP_(Neural_Network),0,1.0
scz,PCA,49,MLP_(Neural_Network),1,1.0
scz,PCA,49,MLP_(Neural_Network),2,1.0
scz,PCA,49,SVM,0,0.9285714285714286
scz,PCA,49,SVM,1,1.0
scz,PCA,49,SVM,2,1.0
scz,PCA,49,XGBoost,0,1.0
scz,PCA,49,XGBoost,1,0.9642857142857143
scz,PCA,49,XGBoost,2,1.0
scz,PCA,50,KNN,0,1.0
scz,PCA,50,KNN,1,1.0
scz,PCA,50,KNN,2,1.0
scz,PCA,50,MLP_(Neural_Network),0,1.0
scz,PCA,50,MLP_(Neural_Network),1,1.0
scz,PCA,50,MLP_(Neural_Network),2,1.0
scz,PCA,50,SVM,0,1.0
scz,PCA,50,SVM,1,1.0
scz,PCA,50,SVM,2,0.8571428571428571
scz,PCA,50,XGBoost,0,0.9642857142857143
scz,PCA,50,XGBoost,1,1.0
scz,PCA,50,XGBoost,2,0.9642857142857143
scz,PCA,51,KNN,0,1.0
scz,PCA,51,KNN,1,1.0
scz,PCA,51,KNN,2,1.0
scz,PCA,51,MLP_(Neural_Network),0,1.0
scz,PCA,51,MLP_(Neural_Network),1,1.0
scz,PCA,51,MLP_(Neural_Network),2,1.0
scz,PCA,51,SVM,0,0.8928571428571429
scz,PCA,51,SVM,1,1.0
scz,PCA,51,SVM,2,1.0
scz,PCA,51,XGBoost,0,1.0
scz,PCA,51,XGBoost,1,0.9642857142857143
scz,PCA,51,XGBoost,2,1.0
