experiment,experiment_type,feature_set,holdout_size_P,model,fold_id,task_id,hyperparams,test_accuracy,train_accuracy
PCA_L_6_FTD,LPSO_Random_50,PCA,6,KNN,sub-41_sub-58_sub-61_sub-68_sub-81_sub-83,task_KNN_32_2043,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.5144766146993318,1.0
PCA_L_6_FTD,LPSO_Random_50,PCA,6,KNN,sub-41_sub-58_sub-61_sub-68_sub-81_sub-83,task_KNN_32_3279,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.5160674514794782,0.9239159116896825
PCA_L_6_FTD,LPSO_Random_50,PCA,6,KNN,sub-37_sub-53_sub-56_sub-68_sub-72_sub-73,task_KNN_33_2147,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.5060888252148997,0.9024643769760492
PCA_L_6_FTD,LPSO_Random_50,PCA,6,KNN,sub-37_sub-53_sub-56_sub-68_sub-72_sub-73,task_KNN_33_3279,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.5050143266475645,0.9262419333881935
PCA_L_6_FTD,LPSO_Random_50,PCA,6,KNN,sub-37_sub-53_sub-56_sub-68_sub-72_sub-73,task_KNN_33_2043,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.5071633237822349,1.0
PCA_L_6_FTD,LPSO_Random_50,PCA,6,KNN,sub-41_sub-44_sub-48_sub-78_sub-79_sub-84,task_KNN_34_2043,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.5370992366412214,1.0
PCA_L_6_FTD,LPSO_Random_50,PCA,6,KNN,sub-41_sub-44_sub-48_sub-78_sub-79_sub-84,task_KNN_34_3279,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.536793893129771,0.9355923206228435
PCA_L_6_FTD,LPSO_Random_50,PCA,6,KNN,sub-41_sub-44_sub-48_sub-78_sub-79_sub-84,task_KNN_34_2147,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.536793893129771,0.9125453419446165
PCA_L_6_FTD,LPSO_Random_50,PCA,6,KNN,sub-38_sub-39_sub-58_sub-72_sub-84_sub-88,task_KNN_35_3279,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.5404691113313512,0.9348910475190338
PCA_L_6_FTD,LPSO_Random_50,PCA,6,KNN,sub-38_sub-39_sub-58_sub-72_sub-84_sub-88,task_KNN_35_2043,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.5391476709613479,1.0
PCA_L_6_FTD,LPSO_Random_50,PCA,6,KNN,sub-38_sub-39_sub-58_sub-72_sub-84_sub-88,task_KNN_35_2147,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.5404691113313512,0.9138444036054958
PCA_L_6_FTD,LPSO_Random_50,PCA,6,KNN,sub-45_sub-55_sub-62_sub-73_sub-79_sub-80,task_KNN_36_2147,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.5002994011976047,0.9100306108868285
PCA_L_6_FTD,LPSO_Random_50,PCA,6,KNN,sub-45_sub-55_sub-62_sub-73_sub-79_sub-80,task_KNN_36_2043,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.5002994011976047,1.0
PCA_L_6_FTD,LPSO_Random_50,PCA,6,KNN,sub-45_sub-55_sub-62_sub-73_sub-79_sub-80,task_KNN_36_3279,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.5002994011976047,0.9333215030389069
PCA_L_6_FTD,LPSO_Random_50,PCA,6,KNN,sub-45_sub-54_sub-60_sub-70_sub-73_sub-83,task_KNN_37_2147,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.5138067061143984,0.9018345811988265
PCA_L_6_FTD,LPSO_Random_50,PCA,6,KNN,sub-45_sub-54_sub-60_sub-70_sub-73_sub-83,task_KNN_37_3279,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.556870479947403,0.9255221331932221
PCA_L_6_FTD,LPSO_Random_50,PCA,6,KNN,sub-45_sub-54_sub-60_sub-70_sub-73_sub-83,task_KNN_37_2043,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.5131492439184747,1.0
PCA_L_6_FTD,LPSO_Random_50,PCA,6,KNN,sub-43_sub-47_sub-57_sub-72_sub-84_sub-88,task_KNN_38_2043,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.5327510917030568,1.0
PCA_L_6_FTD,LPSO_Random_50,PCA,6,KNN,sub-43_sub-47_sub-57_sub-72_sub-84_sub-88,task_KNN_38_3279,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.5327510917030568,0.9354697869367796
PCA_L_6_FTD,LPSO_Random_50,PCA,6,KNN,sub-43_sub-47_sub-57_sub-72_sub-84_sub-88,task_KNN_38_2147,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.5327510917030568,0.9176126440796367
PCA_L_6_FTD,LPSO_Random_50,PCA,6,KNN,sub-53_sub-57_sub-63_sub-69_sub-75_sub-86,task_KNN_39_3279,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.6206896551724138,0.9312441133658703
PCA_L_6_FTD,LPSO_Random_50,PCA,6,KNN,sub-53_sub-57_sub-63_sub-69_sub-75_sub-86,task_KNN_39_2043,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.6234641300039635,1.0
PCA_L_6_FTD,LPSO_Random_50,PCA,6,KNN,sub-53_sub-57_sub-63_sub-69_sub-75_sub-86,task_KNN_39_2147,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.6206896551724138,0.9098381710762907
PCA_L_6_FTD,LPSO_Random_50,PCA,6,KNN,sub-45_sub-49_sub-51_sub-71_sub-73_sub-83,task_KNN_40_2147,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.48394495412844035,0.9011783258136581
PCA_L_6_FTD,LPSO_Random_50,PCA,6,KNN,sub-45_sub-49_sub-51_sub-71_sub-73_sub-83,task_KNN_40_3279,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.5455439056356488,0.9243944106180735
PCA_L_6_FTD,LPSO_Random_50,PCA,6,KNN,sub-45_sub-49_sub-51_sub-71_sub-73_sub-83,task_KNN_40_2043,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.48394495412844035,1.0
PCA_L_6_FTD,LPSO_Random_50,PCA,6,KNN,sub-37_sub-54_sub-55_sub-68_sub-73_sub-76,task_KNN_41_2147,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.5235120026307136,0.9048161120840631
PCA_L_6_FTD,LPSO_Random_50,PCA,6,KNN,sub-37_sub-54_sub-55_sub-68_sub-73_sub-76,task_KNN_41_2043,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.5235120026307136,1.0
PCA_L_6_FTD,LPSO_Random_50,PCA,6,KNN,sub-37_sub-54_sub-55_sub-68_sub-73_sub-76,task_KNN_41_3279,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.5235120026307136,0.9262259194395797
PCA_L_6_FTD,LPSO_Random_50,PCA,6,KNN,sub-37_sub-38_sub-50_sub-68_sub-83_sub-84,task_KNN_42_3279,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.6998005319148937,0.9295676124688498
PCA_L_6_FTD,LPSO_Random_50,PCA,6,KNN,sub-37_sub-38_sub-50_sub-68_sub-83_sub-84,task_KNN_42_2043,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.6535904255319149,1.0
PCA_L_6_FTD,LPSO_Random_50,PCA,6,KNN,sub-37_sub-38_sub-50_sub-68_sub-83_sub-84,task_KNN_42_2147,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.5325797872340425,0.9093254054999345
PCA_L_6_FTD,LPSO_Random_50,PCA,6,KNN,sub-48_sub-57_sub-63_sub-74_sub-78_sub-80,task_KNN_43_2043,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.47863993025283347,1.0
PCA_L_6_FTD,LPSO_Random_50,PCA,6,KNN,sub-48_sub-57_sub-63_sub-74_sub-78_sub-80,task_KNN_43_3279,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.47863993025283347,0.9334224598930482
PCA_L_6_FTD,LPSO_Random_50,PCA,6,KNN,sub-48_sub-57_sub-63_sub-74_sub-78_sub-80,task_KNN_43_2147,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.47863993025283347,0.911096256684492
PCA_L_6_FTD,LPSO_Random_50,PCA,6,KNN,sub-54_sub-60_sub-61_sub-72_sub-79_sub-85,task_KNN_44_2147,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.5497697484945094,0.9112672391360916
PCA_L_6_FTD,LPSO_Random_50,PCA,6,KNN,sub-54_sub-60_sub-61_sub-72_sub-79_sub-85,task_KNN_44_3279,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.5497697484945094,0.933298638216671
PCA_L_6_FTD,LPSO_Random_50,PCA,6,KNN,sub-54_sub-60_sub-61_sub-72_sub-79_sub-85,task_KNN_44_2043,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.5497697484945094,1.0
PCA_L_6_FTD,LPSO_Random_50,PCA,6,KNN,sub-39_sub-40_sub-49_sub-70_sub-72_sub-76,task_KNN_45_2147,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.5678082191780822,0.9113714559470406
PCA_L_6_FTD,LPSO_Random_50,PCA,6,KNN,sub-39_sub-40_sub-49_sub-70_sub-72_sub-76,task_KNN_45_2043,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.5678082191780822,1.0
PCA_L_6_FTD,LPSO_Random_50,PCA,6,KNN,sub-39_sub-40_sub-49_sub-70_sub-72_sub-76,task_KNN_45_3279,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.5678082191780822,0.931971604024215
PCA_L_6_FTD,LPSO_Random_50,PCA,6,KNN,sub-42_sub-58_sub-62_sub-69_sub-70_sub-86,task_KNN_46_3279,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.6939102564102564,0.9256788539662176
PCA_L_6_FTD,LPSO_Random_50,PCA,6,KNN,sub-42_sub-58_sub-62_sub-69_sub-70_sub-86,task_KNN_46_2043,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.6670673076923077,1.0
PCA_L_6_FTD,LPSO_Random_50,PCA,6,KNN,sub-42_sub-58_sub-62_sub-69_sub-70_sub-86,task_KNN_46_2147,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.6774839743589743,0.906521274321146
PCA_L_6_FTD,LPSO_Random_50,PCA,6,KNN,sub-41_sub-45_sub-51_sub-78_sub-81_sub-86,task_KNN_47_2043,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.5640277271068953,1.0
PCA_L_6_FTD,LPSO_Random_50,PCA,6,KNN,sub-41_sub-45_sub-51_sub-78_sub-81_sub-86,task_KNN_47_3279,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.581904414447282,0.9248919619706136
PCA_L_6_FTD,LPSO_Random_50,PCA,6,KNN,sub-41_sub-45_sub-51_sub-78_sub-81_sub-86,task_KNN_47_2147,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.5640277271068953,0.9009075194468453
PCA_L_6_FTD,LPSO_Random_50,PCA,6,KNN,sub-39_sub-49_sub-54_sub-69_sub-80_sub-83,task_KNN_48_2147,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.5018484288354899,0.8986083499005965
PCA_L_6_FTD,LPSO_Random_50,PCA,6,KNN,sub-39_sub-49_sub-54_sub-69_sub-80_sub-83,task_KNN_48_3279,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.5018484288354899,0.921184007068699
PCA_L_6_FTD,LPSO_Random_50,PCA,6,KNN,sub-39_sub-49_sub-54_sub-69_sub-80_sub-83,task_KNN_48_2043,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.5064695009242144,1.0
PCA_L_6_FTD,LPSO_Random_50,PCA,6,KNN,sub-40_sub-44_sub-64_sub-68_sub-73_sub-75,task_KNN_49_2147,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.5498884284348103,0.9111853675694689
PCA_L_6_FTD,LPSO_Random_50,PCA,6,KNN,sub-40_sub-44_sub-64_sub-68_sub-73_sub-75,task_KNN_49_2043,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.5543512910423972,1.0
PCA_L_6_FTD,LPSO_Random_50,PCA,6,KNN,sub-40_sub-44_sub-64_sub-68_sub-73_sub-75,task_KNN_49_3279,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.5495696525342684,0.9336088638761871
PCA_L_6_FTD,LPSO_Random_50,PCA,6,XGBoost,sub-38_sub-64_sub-65_sub-67_sub-68_sub-73,task_XGBoost_0_1085,"{""learning_rate"": ""0.2"", ""max_depth"": ""9"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",0.5535597648595689,1.0
PCA_L_6_FTD,LPSO_Random_50,PCA,6,XGBoost,sub-38_sub-64_sub-65_sub-67_sub-68_sub-73,task_XGBoost_0_2265,"{""learning_rate"": ""0.2"", ""max_depth"": ""6"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",0.5682560418027433,0.9924624216661554
PCA_L_6_FTD,LPSO_Random_50,PCA,6,XGBoost,sub-38_sub-64_sub-65_sub-67_sub-68_sub-73,task_XGBoost_0_5332,"{""learning_rate"": ""0.2"", ""max_depth"": ""3"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",0.5669497060744612,0.9083658354879706
PCA_L_6_FTD,LPSO_Random_50,PCA,6,XGBoost,sub-44_sub-47_sub-58_sub-83_sub-86_sub-88,task_XGBoost_1_2265,"{""learning_rate"": ""0.2"", ""max_depth"": ""6"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",0.5756602426837973,0.9927639845747216
PCA_L_6_FTD,LPSO_Random_50,PCA,6,XGBoost,sub-44_sub-47_sub-58_sub-83_sub-86_sub-88,task_XGBoost_1_1085,"{""learning_rate"": ""0.2"", ""max_depth"": ""9"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",0.5756602426837973,0.9999566705663157
PCA_L_6_FTD,LPSO_Random_50,PCA,6,XGBoost,sub-44_sub-47_sub-58_sub-83_sub-86_sub-88,task_XGBoost_1_5332,"{""learning_rate"": ""0.2"", ""max_depth"": ""3"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",0.5756602426837973,0.9110880020798128
PCA_L_6_FTD,LPSO_Random_50,PCA,6,XGBoost,sub-43_sub-44_sub-54_sub-69_sub-76_sub-78,task_XGBoost_2_5332,"{""learning_rate"": ""0.2"", ""max_depth"": ""3"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",0.5257861635220126,0.9139244967182062
PCA_L_6_FTD,LPSO_Random_50,PCA,6,XGBoost,sub-43_sub-44_sub-54_sub-69_sub-76_sub-78,task_XGBoost_2_1085,"{""learning_rate"": ""0.2"", ""max_depth"": ""9"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",0.5257861635220126,1.0
PCA_L_6_FTD,LPSO_Random_50,PCA,6,XGBoost,sub-43_sub-44_sub-54_sub-69_sub-76_sub-78,task_XGBoost_2_2265,"{""learning_rate"": ""0.2"", ""max_depth"": ""6"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",0.5257861635220126,0.9926875468041055
PCA_L_6_FTD,LPSO_Random_50,PCA,6,XGBoost,sub-42_sub-53_sub-61_sub-66_sub-74_sub-82,task_XGBoost_3_5332,"{""learning_rate"": ""0.2"", ""max_depth"": ""3"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",0.5197411003236246,0.9208459479619148
PCA_L_6_FTD,LPSO_Random_50,PCA,6,XGBoost,sub-42_sub-53_sub-61_sub-66_sub-74_sub-82,task_XGBoost_3_2265,"{""learning_rate"": ""0.2"", ""max_depth"": ""6"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",0.5197411003236246,0.9944276249396692
PCA_L_6_FTD,LPSO_Random_50,PCA,6,XGBoost,sub-42_sub-53_sub-61_sub-66_sub-74_sub-82,task_XGBoost_3_1085,"{""learning_rate"": ""0.2"", ""max_depth"": ""9"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",0.5207119741100323,1.0
PCA_L_6_FTD,LPSO_Random_50,PCA,6,XGBoost,sub-54_sub-57_sub-59_sub-72_sub-83_sub-88,task_XGBoost_4_5332,"{""learning_rate"": ""0.2"", ""max_depth"": ""3"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",0.5061728395061729,0.9202534988117244
PCA_L_6_FTD,LPSO_Random_50,PCA,6,XGBoost,sub-54_sub-57_sub-59_sub-72_sub-83_sub-88,task_XGBoost_4_2265,"{""learning_rate"": ""0.2"", ""max_depth"": ""6"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",0.5061728395061729,0.9945867441246369
PCA_L_6_FTD,LPSO_Random_50,PCA,6,XGBoost,sub-54_sub-57_sub-59_sub-72_sub-83_sub-88,task_XGBoost_4_1085,"{""learning_rate"": ""0.2"", ""max_depth"": ""9"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",0.5061728395061729,0.9999559897896312
PCA_L_6_FTD,LPSO_Random_50,PCA,6,XGBoost,sub-49_sub-57_sub-58_sub-72_sub-75_sub-88,task_XGBoost_5_5332,"{""learning_rate"": ""0.2"", ""max_depth"": ""3"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",0.5252761968530298,0.9192364811741067
PCA_L_6_FTD,LPSO_Random_50,PCA,6,XGBoost,sub-49_sub-57_sub-58_sub-72_sub-75_sub-88,task_XGBoost_5_1085,"{""learning_rate"": ""0.2"", ""max_depth"": ""9"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",0.5212587880816874,1.0
PCA_L_6_FTD,LPSO_Random_50,PCA,6,XGBoost,sub-49_sub-57_sub-58_sub-72_sub-75_sub-88,task_XGBoost_5_2265,"{""learning_rate"": ""0.2"", ""max_depth"": ""6"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",0.5209240040174088,0.9950205293963484
PCA_L_6_FTD,LPSO_Random_50,PCA,6,XGBoost,sub-41_sub-60_sub-65_sub-72_sub-81_sub-83,task_XGBoost_6_2265,"{""learning_rate"": ""0.2"", ""max_depth"": ""6"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",0.4853259190608588,0.9930224341989048
PCA_L_6_FTD,LPSO_Random_50,PCA,6,XGBoost,sub-41_sub-60_sub-65_sub-72_sub-81_sub-83,task_XGBoost_6_1085,"{""learning_rate"": ""0.2"", ""max_depth"": ""9"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",0.48841519925857274,0.9999558381911323
PCA_L_6_FTD,LPSO_Random_50,PCA,6,XGBoost,sub-41_sub-60_sub-65_sub-72_sub-81_sub-83,task_XGBoost_6_5332,"{""learning_rate"": ""0.2"", ""max_depth"": ""3"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",0.4890330552981155,0.9101307189542484
PCA_L_6_FTD,LPSO_Random_50,PCA,6,XGBoost,sub-58_sub-60_sub-65_sub-69_sub-70_sub-73,task_XGBoost_7_1085,"{""learning_rate"": ""0.2"", ""max_depth"": ""9"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",0.4529944289693593,0.9999565387457082
PCA_L_6_FTD,LPSO_Random_50,PCA,6,XGBoost,sub-58_sub-60_sub-65_sub-69_sub-70_sub-73,task_XGBoost_7_2265,"{""learning_rate"": ""0.2"", ""max_depth"": ""6"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",0.5766016713091922,0.9931331218218957
PCA_L_6_FTD,LPSO_Random_50,PCA,6,XGBoost,sub-58_sub-60_sub-65_sub-69_sub-70_sub-73,task_XGBoost_7_5332,"{""learning_rate"": ""0.2"", ""max_depth"": ""3"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",0.6277855153203342,0.9067321482897996
PCA_L_6_FTD,LPSO_Random_50,PCA,6,XGBoost,sub-42_sub-56_sub-57_sub-68_sub-86_sub-87,task_XGBoost_8_5332,"{""learning_rate"": ""0.2"", ""max_depth"": ""3"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",0.6436440677966102,0.9148420560350325
PCA_L_6_FTD,LPSO_Random_50,PCA,6,XGBoost,sub-42_sub-56_sub-57_sub-68_sub-86_sub-87,task_XGBoost_8_1085,"{""learning_rate"": ""0.2"", ""max_depth"": ""9"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",0.6415254237288136,1.0
PCA_L_6_FTD,LPSO_Random_50,PCA,6,XGBoost,sub-42_sub-56_sub-57_sub-68_sub-86_sub-87,task_XGBoost_8_2265,"{""learning_rate"": ""0.2"", ""max_depth"": ""6"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",0.6440677966101694,0.9928999617363208
PCA_L_6_FTD,LPSO_Random_50,PCA,6,XGBoost,sub-48_sub-64_sub-65_sub-75_sub-85_sub-86,task_XGBoost_9_5332,"{""learning_rate"": ""0.2"", ""max_depth"": ""3"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",0.6665377176015473,0.9136761675824175
PCA_L_6_FTD,LPSO_Random_50,PCA,6,XGBoost,sub-48_sub-64_sub-65_sub-75_sub-85_sub-86,task_XGBoost_9_2265,"{""learning_rate"": ""0.2"", ""max_depth"": ""6"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",0.6684719535783366,0.9930030906593407
PCA_L_6_FTD,LPSO_Random_50,PCA,6,XGBoost,sub-48_sub-64_sub-65_sub-75_sub-85_sub-86,task_XGBoost_9_1085,"{""learning_rate"": ""0.2"", ""max_depth"": ""9"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",0.6909090909090909,0.9999570741758241
PCA_L_6_FTD,LPSO_Random_50,PCA,6,XGBoost,sub-42_sub-48_sub-61_sub-70_sub-72_sub-85,task_XGBoost_10_1085,"{""learning_rate"": ""0.2"", ""max_depth"": ""9"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",0.6141618497109826,1.0
PCA_L_6_FTD,LPSO_Random_50,PCA,6,XGBoost,sub-42_sub-48_sub-61_sub-70_sub-72_sub-85,task_XGBoost_10_2265,"{""learning_rate"": ""0.2"", ""max_depth"": ""6"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",0.6094653179190751,0.993337083026868
PCA_L_6_FTD,LPSO_Random_50,PCA,6,XGBoost,sub-42_sub-48_sub-61_sub-70_sub-72_sub-85,task_XGBoost_10_5332,"{""learning_rate"": ""0.2"", ""max_depth"": ""3"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",0.6091040462427746,0.9145502531043136
PCA_L_6_FTD,LPSO_Random_50,PCA,6,XGBoost,sub-50_sub-52_sub-62_sub-73_sub-81_sub-84,task_XGBoost_11_2265,"{""learning_rate"": ""0.2"", ""max_depth"": ""6"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",0.5143307086614173,0.9924689509380781
PCA_L_6_FTD,LPSO_Random_50,PCA,6,XGBoost,sub-50_sub-52_sub-62_sub-73_sub-81_sub-84,task_XGBoost_11_1085,"{""learning_rate"": ""0.2"", ""max_depth"": ""9"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",0.49984251968503934,1.0
PCA_L_6_FTD,LPSO_Random_50,PCA,6,XGBoost,sub-50_sub-52_sub-62_sub-73_sub-81_sub-84,task_XGBoost_11_5332,"{""learning_rate"": ""0.2"", ""max_depth"": ""3"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",0.5146456692913386,0.9170703778736897
PCA_L_6_FTD,LPSO_Random_50,PCA,6,XGBoost,sub-44_sub-55_sub-65_sub-67_sub-73_sub-75,task_XGBoost_12_5332,"{""learning_rate"": ""0.2"", ""max_depth"": ""3"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",0.5420768497935853,0.9114904099947211
PCA_L_6_FTD,LPSO_Random_50,PCA,6,XGBoost,sub-44_sub-55_sub-65_sub-67_sub-73_sub-75,task_XGBoost_12_1085,"{""learning_rate"": ""0.2"", ""max_depth"": ""9"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",0.5595427119720546,1.0
PCA_L_6_FTD,LPSO_Random_50,PCA,6,XGBoost,sub-44_sub-55_sub-65_sub-67_sub-73_sub-75,task_XGBoost_12_2265,"{""learning_rate"": ""0.2"", ""max_depth"": ""6"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",0.543982216576691,0.9937532993137428
PCA_L_6_FTD,LPSO_Random_50,PCA,6,XGBoost,sub-44_sub-45_sub-58_sub-68_sub-76_sub-82,task_XGBoost_13_5332,"{""learning_rate"": ""0.2"", ""max_depth"": ""3"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",0.5381299734748011,0.9174721189591079
PCA_L_6_FTD,LPSO_Random_50,PCA,6,XGBoost,sub-44_sub-45_sub-58_sub-68_sub-76_sub-82,task_XGBoost_13_2265,"{""learning_rate"": ""0.2"", ""max_depth"": ""6"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",0.5384615384615384,0.9939645746774546
PCA_L_6_FTD,LPSO_Random_50,PCA,6,XGBoost,sub-44_sub-45_sub-58_sub-68_sub-76_sub-82,task_XGBoost_13_1085,"{""learning_rate"": ""0.2"", ""max_depth"": ""9"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",0.5384615384615384,0.9999562650338946
PCA_L_6_FTD,LPSO_Random_50,PCA,6,XGBoost,sub-38_sub-40_sub-57_sub-67_sub-86_sub-87,task_XGBoost_14_5332,"{""learning_rate"": ""0.2"", ""max_depth"": ""3"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",0.6570979158474243,0.9131030936669808
PCA_L_6_FTD,LPSO_Random_50,PCA,6,XGBoost,sub-38_sub-40_sub-57_sub-67_sub-86_sub-87,task_XGBoost_14_2265,"{""learning_rate"": ""0.2"", ""max_depth"": ""6"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",0.6570979158474243,0.9931442282971977
PCA_L_6_FTD,LPSO_Random_50,PCA,6,XGBoost,sub-38_sub-40_sub-57_sub-67_sub-86_sub-87,task_XGBoost_14_1085,"{""learning_rate"": ""0.2"", ""max_depth"": ""9"", ""n_estimators"": ""100"", ""subsample"": ""0.7""}",0.4777821470703893,1.0
