experiment,feature_set,holdout_size_P,condition,model,fold_id,task_id,hyperparams,test_accuracy,train_accuracy
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-21_sub-32,task_SVM_14_7660,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""linear""}",0.8987341772151899,0.8645657475145376
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-15_sub-50,task_SVM_8_8834,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""rbf""}",1.0,0.8393801965230536
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-15_sub-50,task_SVM_8_7551,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""poly""}",1.0,0.8201058201058201
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-15_sub-50,task_SVM_8_7660,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""linear""}",0.9949238578680203,0.8613000755857899
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-1_sub-58,task_SVM_11_7640,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""linear""}",0.48739495798319327,0.8727991714527822
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-1_sub-58,task_SVM_11_1982,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.4173669467787115,0.857922982769984
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-1_sub-58,task_SVM_11_7551,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""poly""}",0.5434173669467787,0.8336314847942755
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-23_sub-59,task_SVM_17_1982,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.975,0.8394781622234827
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-23_sub-59,task_SVM_17_7640,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""linear""}",0.9825,0.8616940820570996
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-23_sub-59,task_SVM_17_3062,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""poly""}",1.0,0.8215163546984307
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-9_sub-45,task_SVM_46_7640,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""linear""}",0.9037974683544304,0.8673344042332042
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-9_sub-45,task_SVM_46_1982,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.8329113924050633,0.8440895776244921
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-9_sub-45,task_SVM_46_7551,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""poly""}",0.8379746835443038,0.8250023622791269
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-9_sub-52,task_SVM_48_3062,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""poly""}",1.0,0.820226843100189
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-9_sub-52,task_SVM_48_7660,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""linear""}",1.0,0.862570888468809
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-9_sub-52,task_SVM_48_8834,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""rbf""}",1.0,0.8391304347826087
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-4_sub-50,task_SVM_35_8834,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""rbf""}",1.0,0.8404345772319319
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-4_sub-50,task_SVM_35_7551,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""poly""}",1.0,0.8194615021256495
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-4_sub-50,task_SVM_35_7660,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""linear""}",0.9949109414758269,0.8624468587623996
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-27_sub-38,task_SVM_26_7640,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""linear""}",0.8387909319899244,0.8661752197334845
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-27_sub-38,task_SVM_26_1982,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.8639798488664987,0.8433985445610056
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-27_sub-38,task_SVM_26_7551,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""poly""}",0.8085642317380353,0.8191097249787355
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-5_sub-39,task_SVM_40_1982,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.9271356783919598,0.8399810964083175
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-5_sub-39,task_SVM_40_7640,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""linear""}",0.821608040201005,0.8678638941398866
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-5_sub-39,task_SVM_40_3062,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""poly""}",0.8366834170854272,0.8212665406427221
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-27_sub-37,task_SVM_25_3062,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""poly""}",0.8409090909090909,0.8136458136458137
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-27_sub-37,task_SVM_25_7660,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""linear""}",0.8914141414141414,0.8659043659043659
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-27_sub-37,task_SVM_25_8834,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.9217171717171717,0.840956340956341
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-10_sub-50,task_SVM_0_1982,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.9168539325842696,0.8424950156650527
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-10_sub-50,task_SVM_0_7640,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""linear""}",0.9325842696629213,0.8641412702933637
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-10_sub-50,task_SVM_0_7551,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""poly""}",0.8112359550561797,0.8108800911421248
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-4_sub-60,task_SVM_38_7551,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""poly""}",0.9236641221374046,0.821917808219178
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-4_sub-60,task_SVM_38_8834,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.9465648854961832,0.8397732640529051
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-4_sub-60,task_SVM_38_7660,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""linear""}",0.9643765903307888,0.863675011809164
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-9_sub-54,task_SVM_49_7660,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""linear""}",0.9263959390862944,0.8625283446712018
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-9_sub-54,task_SVM_49_3062,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""poly""}",0.9923857868020305,0.826058201058201
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-9_sub-54,task_SVM_49_8834,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.9467005076142132,0.8423091458805745
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-4_sub-56,task_SVM_37_7640,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""linear""}",0.8923884514435696,0.8656223459469661
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-4_sub-56,task_SVM_37_1982,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.952755905511811,0.8466547135981881
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-4_sub-56,task_SVM_37_3062,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""poly""}",0.968503937007874,0.8292913088609984
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-8_sub-60,task_SVM_45_3062,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""poly""}",0.9191919191919192,0.8199773199773199
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-8_sub-60,task_SVM_45_7660,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""linear""}",0.9494949494949495,0.8662823662823663
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-8_sub-60,task_SVM_45_8834,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.9393939393939394,0.8404838404838405
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-23_sub-47,task_SVM_16_7640,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""linear""}",0.914572864321608,0.8646502835538752
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-23_sub-47,task_SVM_16_1982,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.8944723618090452,0.8443289224952741
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-23_sub-47,task_SVM_16_3062,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""poly""}",0.9271356783919598,0.8247637051039698
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-5_sub-38,task_SVM_39_8834,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.9172932330827067,0.8429908308913886
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-5_sub-38,task_SVM_39_7551,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""poly""}",0.8295739348370927,0.8200207959164382
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-5_sub-38,task_SVM_39_7660,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""linear""}",0.9448621553884712,0.8621797901502978
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-13_sub-52,task_SVM_4_8834,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.9949622166246851,0.8428314904073338
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-13_sub-52,task_SVM_4_7551,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""poly""}",0.9949622166246851,0.8196767791324071
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-13_sub-52,task_SVM_4_7660,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""linear""}",0.9899244332493703,0.8639070031187979
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-25_sub-37,task_SVM_21_7640,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""linear""}",0.5944584382871536,0.8830923353180229
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-25_sub-37,task_SVM_21_1982,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.6347607052896725,0.851431811738021
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-25_sub-37,task_SVM_21_3062,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""poly""}",0.5465994962216625,0.8307343351290049
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-3_sub-41,task_SVM_31_1982,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.49622166246851385,0.8497306492770059
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-3_sub-41,task_SVM_31_7640,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""linear""}",0.6045340050377834,0.8757206313202911
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-3_sub-41,task_SVM_31_7551,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""poly""}",0.43828715365239296,0.8333805878461393
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-28_sub-57,task_SVM_27_1982,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.9697732997481109,0.8430205084585578
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-28_sub-57,task_SVM_27_7640,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""linear""}",0.9848866498740554,0.8643795482468576
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-28_sub-57,task_SVM_27_7551,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""poly""}",0.982367758186398,0.8222285228239297
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-25_sub-36,task_SVM_20_1982,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.6498740554156172,0.8519043568660807
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-25_sub-36,task_SVM_20_7640,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""linear""}",0.5516372795969773,0.8794064833191569
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-25_sub-36,task_SVM_20_3062,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""poly""}",0.5491183879093199,0.8333805878461393
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-25_sub-53,task_SVM_22_7551,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""poly""}",0.5468354430379747,0.8398374751960692
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-25_sub-53,task_SVM_22_8834,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.5392405063291139,0.8566569025796088
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-25_sub-53,task_SVM_22_7660,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""linear""}",0.3291139240506329,0.8808466408390816
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-13_sub-36,task_SVM_3_7660,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""linear""}",0.8813131313131313,0.8642978642978643
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-13_sub-36,task_SVM_3_3062,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""poly""}",0.9772727272727273,0.8247968247968248
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-13_sub-36,task_SVM_3_8834,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.9292929292929293,0.8436023436023437
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-20_sub-61,task_SVM_13_7660,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""linear""}",0.805,0.8689733408961997
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-20_sub-61,task_SVM_13_3062,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""poly""}",0.705,0.8209491397239553
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-20_sub-61,task_SVM_13_8834,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.805,0.844299489506523
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-2_sub-58,task_SVM_29_7660,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""linear""}",0.8156424581005587,0.8650659133709981
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-2_sub-58,task_SVM_29_3062,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""poly""}",0.9050279329608939,0.8186440677966101
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-2_sub-58,task_SVM_29_8834,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.776536312849162,0.8464218455743879
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-3_sub-30,task_SVM_30_7640,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""linear""}",0.6675977653631285,0.873352165725047
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-3_sub-30,task_SVM_30_1982,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.611731843575419,0.8466101694915255
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-3_sub-30,task_SVM_30_7551,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""poly""}",0.505586592178771,0.8255178907721281
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-16_sub-56,task_SVM_10_1982,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.46949602122015915,0.8664276955004245
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-16_sub-56,task_SVM_10_7640,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""linear""}",0.4270557029177719,0.8788793510046222
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-16_sub-56,task_SVM_10_7551,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""poly""}",0.47480106100795755,0.8411470615979625
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-3_sub-55,task_SVM_33_3062,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""poly""}",0.08542713567839195,0.8417769376181474
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-3_sub-55,task_SVM_33_7660,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""linear""}",0.20351758793969849,0.8859168241965973
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-3_sub-55,task_SVM_33_8834,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.16834170854271358,0.865406427221172
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-11_sub-46,task_SVM_1_7640,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""linear""}",0.553030303030303,0.881969381969382
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-11_sub-46,task_SVM_1_1982,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.5555555555555556,0.853052353052353
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-11_sub-46,task_SVM_1_7551,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""poly""}",0.5252525252525253,0.8274428274428275
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-4_sub-42,task_SVM_34_7551,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""poly""}",0.9949367088607595,0.8211282245110082
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-4_sub-42,task_SVM_34_8834,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.9898734177215189,0.8399319663611452
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-4_sub-42,task_SVM_34_7660,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""linear""}",0.9924050632911392,0.8630823018047813
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-14_sub-32,task_SVM_7_1982,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.9968454258675079,0.841665885001407
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-14_sub-32,task_SVM_7_7640,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""linear""}",0.9652996845425867,0.8640840446487197
ANOVA_L_2_EC,ANOVA,2,EC,SVM,sub-14_sub-32,task_SVM_7_3062,"{""C"": ""0.1"", ""gamma"": ""auto"", ""kernel"": ""poly""}",0.9968454258675079,0.821592721133102
ANOVA_L_2_EC,ANOVA,2,EC,MLP,sub-22_sub-49,task_MLP_(Neural_Network)_15_9315,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [100]}",0.6911392405063291,0.952281961636587
ANOVA_L_2_EC,ANOVA,2,EC,MLP,sub-22_sub-49,task_MLP_(Neural_Network)_15_3228,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [150, 50]}",0.6050632911392405,0.9720306151374847
ANOVA_L_2_EC,ANOVA,2,EC,MLP,sub-22_sub-49,task_MLP_(Neural_Network)_15_2361,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [200, 100, 50]}",0.6075949367088608,0.975432297080223
ANOVA_L_2_EC,ANOVA,2,EC,MLP,sub-9_sub-51,task_MLP_(Neural_Network)_47_9434,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [200, 100, 50]}",0.7139240506329114,0.9741094207691581
ANOVA_L_2_EC,ANOVA,2,EC,MLP,sub-9_sub-51,task_MLP_(Neural_Network)_47_0694,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [150, 50]}",0.850632911392405,0.959557781347444
ANOVA_L_2_EC,ANOVA,2,EC,MLP,sub-9_sub-51,task_MLP_(Neural_Network)_47_9315,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [100]}",0.8227848101265823,0.9467069828970991
ANOVA_L_2_EC,ANOVA,2,EC,MLP,sub-4_sub-53,task_MLP_(Neural_Network)_36_9434,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [200, 100, 50]}",0.9287531806615776,0.958053849787435
ANOVA_L_2_EC,ANOVA,2,EC,MLP,sub-4_sub-53,task_MLP_(Neural_Network)_36_0694,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [150, 50]}",0.910941475826972,0.9519130845536136
ANOVA_L_2_EC,ANOVA,2,EC,MLP,sub-4_sub-53,task_MLP_(Neural_Network)_36_3251,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [100]}",0.6539440203562341,0.9397260273972603
ANOVA_L_2_EC,ANOVA,2,EC,MLP,sub-26_sub-30,task_MLP_(Neural_Network)_23_3228,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [150, 50]}",0.9747899159663865,0.9509462385839375
ANOVA_L_2_EC,ANOVA,2,EC,MLP,sub-26_sub-30,task_MLP_(Neural_Network)_23_9315,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [100]}",0.9663865546218487,0.9328688447415497
ANOVA_L_2_EC,ANOVA,2,EC,MLP,sub-26_sub-30,task_MLP_(Neural_Network)_23_2361,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [200, 100, 50]}",0.988795518207283,0.9630919875717917
ANOVA_L_2_EC,ANOVA,2,EC,MLP,sub-8_sub-37,task_MLP_(Neural_Network)_43_3228,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [150, 50]}",0.9974874371859297,0.9512287334593573
ANOVA_L_2_EC,ANOVA,2,EC,MLP,sub-8_sub-37,task_MLP_(Neural_Network)_43_9315,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [100]}",0.9949748743718593,0.9393194706994329
ANOVA_L_2_EC,ANOVA,2,EC,MLP,sub-8_sub-37,task_MLP_(Neural_Network)_43_9434,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [200, 100, 50]}",0.9974874371859297,0.9618147448015123
ANOVA_L_2_EC,ANOVA,2,EC,MLP,sub-8_sub-39,task_MLP_(Neural_Network)_44_3251,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [100]}",0.864321608040201,0.9420604914933838
ANOVA_L_2_EC,ANOVA,2,EC,MLP,sub-8_sub-39,task_MLP_(Neural_Network)_44_3228,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [150, 50]}",0.8442211055276382,0.9597353497164461
ANOVA_L_2_EC,ANOVA,2,EC,MLP,sub-8_sub-39,task_MLP_(Neural_Network)_44_2361,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [200, 100, 50]}",0.8492462311557789,0.9660680529300567
ANOVA_L_2_EC,ANOVA,2,EC,MLP,sub-26_sub-54,task_MLP_(Neural_Network)_24_3251,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [100]}",0.9541984732824428,0.9376476145488899
ANOVA_L_2_EC,ANOVA,2,EC,MLP,sub-26_sub-54,task_MLP_(Neural_Network)_24_3228,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [150, 50]}",0.9796437659033079,0.952479924421351
ANOVA_L_2_EC,ANOVA,2,EC,MLP,sub-26_sub-54,task_MLP_(Neural_Network)_24_9434,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [200, 100, 50]}",0.9312977099236641,0.9612659423712802
ANOVA_L_2_EC,ANOVA,2,EC,MLP,sub-13_sub-34,task_MLP_(Neural_Network)_2_3228,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [150, 50]}",0.8841309823677582,0.9533125413476987
ANOVA_L_2_EC,ANOVA,2,EC,MLP,sub-13_sub-34,task_MLP_(Neural_Network)_2_9315,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [100]}",0.8866498740554156,0.9397032416595785
ANOVA_L_2_EC,ANOVA,2,EC,MLP,sub-13_sub-34,task_MLP_(Neural_Network)_2_2361,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [200, 100, 50]}",0.871536523929471,0.9684339854456101
ANOVA_L_2_EC,ANOVA,2,EC,MLP,sub-24_sub-31,task_MLP_(Neural_Network)_18_9315,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [100]}",0.6873385012919897,0.9431592861863847
ANOVA_L_2_EC,ANOVA,2,EC,MLP,sub-24_sub-31,task_MLP_(Neural_Network)_18_3228,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [150, 50]}",0.5607235142118863,0.950807289207818
ANOVA_L_2_EC,ANOVA,2,EC,MLP,sub-24_sub-31,task_MLP_(Neural_Network)_18_9434,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [200, 100, 50]}",0.6976744186046512,0.9503351902558776
ANOVA_L_2_EC,ANOVA,2,EC,MLP,sub-13_sub-60,task_MLP_(Neural_Network)_6_0694,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [150, 50]}",0.9873096446700508,0.9387755102040817
ANOVA_L_2_EC,ANOVA,2,EC,MLP,sub-13_sub-60,task_MLP_(Neural_Network)_6_2361,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [200, 100, 50]}",0.9822335025380711,0.9648526077097506
ANOVA_L_2_EC,ANOVA,2,EC,MLP,sub-13_sub-60,task_MLP_(Neural_Network)_6_9315,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [100]}",0.9923857868020305,0.9337679516250945
ANOVA_L_2_EC,ANOVA,2,EC,MLP,sub-3_sub-45,task_MLP_(Neural_Network)_32_3251,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [100]}",0.8025316455696202,0.9381082868751772
